"ADDRESS" "GEOADDRESS" "MUNICIPALITY" "TYPE" "BALCONY" "CLOSING_PRICE" "INCREASE_ABS" "INCREASE_REL" "PRICE_M2" "ROOMS" "AREA" "DRIFT" "SOLD" "LONGITUDE" "LATITUDE" "ID"
"Bielkevägen 4" "bielkevägen 4, 167 33 bromma, sweden" "Stockholm" "Villa" "No" 11800000 50000 0.00425531914893607 91085.2713178295 7 129 42889 "2023-09-29" 17.9690966 59.3381162 125
"Allévägen 15 A  1 Tr" "allévägen 15a, 1 tr, 137 56 tungelsta, sweden" "Haninge" "Apartment" "Yes" 1250000 -245000 -0.163879598662207 23359.375 2 64 7020 "2023-09-29" 18.0474405 59.1040852 126
"Ljusterögatan 5, 4 tr" "ljusterögatan 5, 4 tr, 116 42 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3800000 -150000 -0.0379746835443038 96341.4634146341 2 41 9700 "2023-09-29" 18.0900971 59.308796 127
"Folkungagatan 112" "folkungagatan 112, 116 30 stockholm, sweden" "Stockholm" "Apartment" "No" 9300000 360000 0.0402684563758389 98241.7582417582 4 91 10980 "2023-09-29" 18.0847032 59.3153823 128
"Tussmötevägen 192B" "tussmötevägen 192b, 122 64 enskede, sweden" "Stockholm" "Apartment" "No" 4e+06 5000 0.00125156445556951 53266.6666666667 2 75 8292 "2023-09-29" 18.0644631 59.2793228 129
"Munkhättevägen 15A" "munkhättevägen 15a, 147 45 tumba, sweden" "Botkyrka" "Apartment" "No" 1500000 205000 0.158301158301158 28152.1739130435 2 46 9186 "2023-09-29" 17.8292729 59.2003841 130
"Granövägen 42" "granövägen 42, 151 64 södertälje, sweden" "Södertälje" "Apartment" "Yes" 1550000 -1e+05 -0.0606060606060606 13306.4516129032 5 124 3724 "2023-09-29" 17.6061888 59.1752731 131
"Klippgatan 12A, 7tr" "klippgatan 12a, 7tr, 171 47 solna, sweden" "Solna" "Apartment" "Yes" 5075000 280000 0.0583941605839415 49689.1191709845 4 96.5 7747 "2023-09-29" 18.0039423 59.3561442 132
"Bedaröbacken 7" "bedaröbacken 7, 124 51 bandhagen, sweden" "Stockholm" "Villa" "No" 7500000 305000 0.0423905489923557 57103.1746031746 5 126 48750 "2023-09-29" 18.0331069 59.2671215 133
"Ängslyckevägen 5" "ängslyckevägen 5, 139 74 djurhamn, sweden" "Värmdö" "Villa" "No" 4750000 0 0 40948.275862069 6 116 44820 "2023-09-29" 18.7299598 59.3313275 134
"Bergavägen 70" "bergavägen 70, 184 30 åkersberga, sweden" "Österåker" "Apartment" "Yes" 3425000 -70000 -0.0200286123032904 35663.2653061224 4 98 4398 "2023-09-29" 18.3040579 59.4851894 135
"Radarvägen 11" "radarvägen 11, 183 61 täby, sweden" "Täby" "Apartment" "Yes" 2700000 105000 0.0404624277456647 32236.0248447205 3 80.5 16919 "2023-09-29" 18.1207221 59.4507616 136
"Fjärilsvägen 25" "fjärilsvägen 25, 194 53 upplands väsby, sweden" "Upplands Väsby" "Villa" "No" 4130000 135000 0.0337922403003754 35669.6428571429 6 112 64800 "2023-09-29" 17.9571286 59.5151985 137
"Hagagatan 12" "hagagatan 12, 113 48 stockholm, sweden" "Stockholm" "Apartment" "Yes" 8350000 -25000 -0.0029850746268657 102134.146341463 3 82 12593 "2023-09-29" 18.0522661 59.3450444 138
"Hornsbergs Strand 15C" "hornsbergs strand 15c, 112 17 stockholm, sweden" "Stockholm" "Apartment" "No" 3300000 150000 0.0476190476190477 78750 2 40 6036 "2023-09-29" 18.0147068 59.3398166 139
"Riddargatan 21, 4 tr" "riddargatan 21, 4 tr, 114 57 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3800000 105000 0.0284167794316643 119193.548387097 1 31 170 "2023-09-29" 18.0828801 59.3333705 140
"Bergvägen 8A" "bergvägen 8a, 135 50 tyresö, sweden" "Tyresö" "Villa" "No" 6800000 305000 0.0469591993841416 48470.1492537313 9 134 71192 "2023-09-29" 18.2024389 59.2356836 141
"Katarina västra kyrkogata 4B" "katarina västra kyrkogata 4b, 116 25 stockholm, sweden" "Stockholm" "Apartment" "No" 5500000 550000 0.111111111111111 82500 2 60 9923 "2023-09-29" 18.0764101 59.3166274 142
"Värdsholmsgatan 3" "värdsholmsgatan 3, 151 32 södertälje, sweden" "Södertälje" "Apartment" "Yes" 1125000 130000 0.130653266331658 35535.7142857143 1 28 3780 "2023-09-29" 17.6333778 59.1878851 143
"Sleipnervägen 16" "sleipnervägen 16, 136 42 handen, sweden" "Haninge" "Apartment" "No" 1750000 55000 0.0324483775811208 21730.7692307692 3 78 3000 "2023-09-29" 18.1428221 59.1638953 144
"Fårtickegången 87" "fårtickegången 87, 135 33 tyresö, sweden" "Tyresö" "Terrace" "No" 3450000 -45000 -0.0128755364806867 29369.7478991597 4 119 42785 "2023-09-29" 18.2576644 59.2334163 145
"Freyvägen 1A" "freyvägen 1a, 133 38 saltsjöbaden, sweden" "Nacka" "Apartment" "Yes" 2650000 155000 0.0621242484969939 33716.2162162162 3 74 2400 "2023-09-29" 18.2832159 59.2887019 146
"Axel Johnsons väg 12" "axel johnsons väg 12, 182 31 danderyd, sweden" "Danderyd" "Apartment" "No" 5125000 475000 0.102150537634409 56024.0963855422 3 83 7832 "2023-09-29" 18.034647 59.3956686 147
"Myggdalsvägen 30" "myggdalsvägen 30, 135 43 tyresö, sweden" "Tyresö" "Apartment" "Yes" 2200000 105000 0.0501193317422435 23672.3163841808 3 88.5 6000 "2023-09-29" 18.2323642 59.2426749 148
"Hindvägen 5" "hindvägen 5, 150 21 mölnbo, sweden" "Södertälje" "Villa" "No" 1190000 40000 0.0347826086956522 24468.085106383 2 47 18214 "2023-09-29" 17.4062538 59.074618 149
"Östra Bröta 5" "östra bröta 5, 147 91 grödinge, sweden" "Botkyrka" "Villa" "No" 2600000 -195000 -0.0697674418604651 30380.4347826087 4 92 36741 "2023-09-29" 17.8641903 59.1116535 150
"Hammarby Kaj 42" "hammarby kaj 42, 120 63 stockholm, sweden" "Stockholm" "Apartment" "No" 7e+06 2e+05 0.0294117647058822 66019.4174757282 4 103 18528 "2023-09-29" 18.092021 59.3054871 151
"Holmvägen 56" "holmvägen 56, 194 35 upplands väsby, sweden" "Upplands Väsby" "Apartment" "Yes" 1830000 35000 0.0194986072423398 28492.0634920635 2 63 5424 "2023-09-29" 17.9185205 59.5221902 152
"Virkesvägen 9G" "virkesvägen 9g, 120 30 stockholm, sweden" "Stockholm" "Apartment" "No" 3350000 155000 0.0485133020344288 71797.7528089888 2 44.5 5394 "2023-09-29" 18.0939898 59.3017891 153
"Ivar Vidfamnes gata 8" "ivar vidfamnes gata 8, 126 52 hägersten, sweden" "Stockholm" "Apartment" "Yes" 4450000 855000 0.237830319888734 64196.4285714286 2 56 10006 "2023-09-29" 17.9877204 59.307587 154
"Asteroidvägen 4F" "asteroidvägen 4f, 761 64 norrtälje, sweden" "Norrtälje" "Apartment" "No" 1450000 50000 0.0357142857142858 44444.4444444444 1 31.5 10008 "2023-09-29" 18.7319789 59.7718265 155
"Sofielundsplan 40" "sofielundsplan 40, 121 35 johanneshov, sweden" "Stockholm" "Apartment" "No" 2290000 95000 0.0432801822323463 59324.3243243243 1 37 4908 "2023-09-29" 18.0888675 59.2892675 156
"Solhagavägen 45" "solhagavägen 45, 163 47 spånga, sweden" "Stockholm" "Villa" "No" 5620000 -355000 -0.0594142259414226 65659.3406593407 4 91 27508 "2023-09-29" 17.8934243 59.3738352 157
"Vasavägen 106" "vasavägen 106, 177 52 järfälla, sweden" "Järfälla" "Apartment" "Yes" 1700000 105000 0.0658307210031348 27500 2 58 3720 "2023-09-29" 17.8348674 59.4181312 158
"Äppelgränd 13" "äppelgränd 13, 151 68 södertälje, sweden" "Södertälje" "Villa" "No" 3900000 -95000 -0.0237797246558198 24212.1212121212 6 165 26265 "2023-09-29" 17.5991963 59.1840123 159
"Regeringsgatan 78, 4tr" "regeringsgatan 78, 4tr, 111 39 stockholm, sweden" "Stockholm" "Apartment" "No" 10500000 0 0 89743.5897435897 3 117 8085 "2023-09-29" 18.0674531 59.3375435 160
"Hägerstensvägen 139" "hägerstensvägen 139, 126 48 hägersten, sweden" "Stockholm" "Apartment" "No" 3060000 565000 0.226452905811623 77968.75 2 32 2983 "2023-09-29" 18.0004749 59.305351 161
"Vävarevägen 5" "vävarevägen 5, 141 74 segeltorp, sweden" "Huddinge" "Villa" "Yes" 7e+06 5000 0.000714796283059371 57336.0655737705 7 122 50357 "2023-09-29" 17.9348444 59.2809451 162
"Solfagravägen 9" "solfagravägen 9, 141 48 huddinge, sweden" "Huddinge" "Apartment" "Yes" 2400000 -95000 -0.0380761523046093 31987.1794871795 4 78 9200 "2023-09-29" 17.996287 59.2396472 163
"Heimdallsvägen 21" "heimdallsvägen 21, 151 60 södertälje, sweden" "Södertälje" "Apartment" "No" 1495000 0 0 19044.5859872611 3 78.5 22252 "2023-09-29" 17.6109573 59.1944526 164
"Storvretsvägen 85" "storvretsvägen 85, 142 31 skogås, sweden" "Huddinge" "Apartment" "Yes" 1850000 -25000 -0.0133333333333333 21306.8181818182 3 88 5700 "2023-09-29" 18.1531036 59.2126646 165
"Vattugatan 14A, 1 tr" "vattugatan 14a, 1 tr, 172 73 sundbyberg, sweden" "Sundbyberg" "Apartment" "No" 2800000 105000 0.0389610389610389 77000 2 35 -110 "2023-09-29" 17.9614047 59.3672033 166
"Pilgrimsvägen 54A" "pilgrimsvägen 54a, 126 48 hägersten, sweden" "Stockholm" "Apartment" "No" 2465000 270000 0.123006833712984 62714.2857142857 1 35 1018 "2023-09-29" 18.0015457 59.3051492 167
"Nickstabadsvägen 18A" "nickstabadsvägen 18a, 149 43 nynäshamn, sweden" "Nynäshamn" "Apartment" "No" 1165000 -230000 -0.164874551971326 27900 2 50 3600 "2023-09-29" 17.9388029 58.9087923 168
"Ulvsbergsvägen 4" "ulvsbergsvägen 4, 146 54 tullinge, sweden" "Botkyrka" "Villa" "No" 7150000 -2e+05 -0.0272108843537415 41061.4525139665 8 179 40950 "2023-09-29" 17.8832894 59.2134264 169
"Kommunalvägen 46" "kommunalvägen 46, 141 63 huddinge, sweden" "Huddinge" "Apartment" "No" 4100000 -195000 -0.0454016298020955 41298.0769230769 4 104 6600 "2023-09-29" 17.9938747 59.2406974 170
"Flygfältsvägen 9" "flygfältsvägen 9, 177 45 järfälla, sweden" "Järfälla" "Apartment" "Yes" 2300000 -25000 -0.010752688172043 46500 2 50 5177 "2023-09-29" 17.8665103 59.410879 171
"Runda vägen 25" "runda vägen 25, 167 51 bromma, sweden" "Stockholm" "Apartment" "No" 2225000 430000 0.239554317548746 48252.688172043 1 37.2 8212 "2023-09-29" 17.9808005 59.3307842 172
"Upplysningens väg 15" "upplysningens väg 15, 194 77 upplands väsby, sweden" "Upplands Väsby" "Apartment" "Yes" 2010000 -285000 -0.124183006535948 44134.6153846154 2 52 2700 "2023-09-29" 17.902543 59.5204175 173
"Björnlundavägen 4A" "björnlundavägen 4a, 125 40 älvsjö, sweden" "Stockholm" "Apartment" "No" 3300000 5000 0.00151745068285281 37443.1818181818 3 88 8000 "2023-09-29" 18.0290343 59.2757357 174
"Björnsonsgatan 142" "björnsonsgatan 142, 168 44 bromma, sweden" "Stockholm" "Apartment" "Yes" 1970000 -20000 -0.0100502512562815 64193.5483870968 1 31 -286 "2023-09-29" 17.8812421 59.3484704 175
"Helgövägen 2" "helgövägen 2, 178 54 ekerö, sweden" "Ekerö" "Villa" "No" 5500000 -95000 -0.0169794459338696 57680.412371134 4 97 47533 "2023-09-29" 17.7032122 59.2756432 176
"Krukmakargatan 71" "krukmakargatan 71, 117 41 stockholm, sweden" "Stockholm" "Apartment" "No" 5300000 -2e+05 -0.0363636363636364 90163.9344262295 2 61 5707 "2023-09-29" 18.0434055 59.3157727 177
"Harpsundsvägen 82D" "harpsundsvägen 82d, 124 58 bandhagen, sweden" "Stockholm" "Apartment" "No" 3260000 -35000 -0.0106221547799696 40182.9268292683 4 82 9400 "2023-09-29" 18.0419188 59.2617957 178
"Karlavägen 29A" "karlavägen 29a, 181 32 lidingö, sweden" "Lidingö" "Apartment" "No" 2230000 35000 0.0159453302961277 56282.0512820513 1 39 7560 "2023-09-29" 18.1369304 59.3590451 179
"Västmannagatan 90, 2 tr" "västmannagatan 90, 2 tr, 113 43 stockholm, sweden" "Stockholm" "Apartment" "Yes" 11100000 0 0 123333.333333333 3 90 12600 "2023-09-29" 18.0434424 59.3461561 180
"Tomtebogatan 51" "tomtebogatan 51, 113 38 stockholm, sweden" "Stockholm" "Apartment" "Yes" 7220000 325000 0.04713560551124 113032.786885246 2 61 5400 "2023-09-29" 18.0271045 59.3422678 181
"Kärrtorpsvägen 26D" "kärrtorpsvägen 26d, 121 55 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 3550000 355000 0.111111111111111 58090.9090909091 2 55 9360 "2023-09-29" 18.1162444 59.2838805 182
"Bäckvägen 149, vån 3/3" "bäckvägen 149, 129 33 hägersten, sweden" "Stockholm" "Apartment" "No" 2100000 -1e+05 -0.0454545454545454 84615.3846153846 1 26 2000 "2023-09-29" 17.9848899 59.3009396 183
"Getfotsvägen 40" "getfotsvägen 40, 122 46 enskede, sweden" "Stockholm" "Apartment" "Yes" 3780000 285000 0.0815450643776825 48541.6666666667 3 72 6500 "2023-09-29" 18.0754198 59.2655141 184
"Tomtebogatan 19, 4 tr" "tomtebogatan 19, 4 tr, 113 39 stockholm, sweden" "Stockholm" "Apartment" "No" 6875000 3e+05 0.0456273764258555 109583.333333333 2 60 -4580 "2023-09-29" 18.0325044 59.3412418 185
"Hagstigen 10" "hagstigen 10, 149 45 nynäshamn, sweden" "Nynäshamn" "Villa" "No" 3800000 -195000 -0.048811013767209 31706.3492063492 5 126 46857 "2023-09-29" 17.9349834 58.9168891 186
"Rådjursstigen 26, 5 av 5" "rådjursstigen 26, 5, 170 76 solna, sweden" "Solna" "Apartment" "Yes" 4600000 405000 0.0965435041716329 55562.9139072848 3 75.5 6600 "2023-09-29" 18.0382756 59.3804508 187
"Boulevarden 50" "boulevarden 50, 183 74 täby, sweden" "Täby" "Apartment" "Yes" 3640000 -55000 -0.0148849797023004 54338.2352941177 3 68 14148 "2023-09-29" 18.0882114 59.4446581 188
"Sandhamnsgatan 75" "sandhamnsgatan 75, 115 28 stockholm, sweden" "Stockholm" "Apartment" "Yes" 9600000 -375000 -0.0375939849624061 99750 4 100 22615 "2023-09-29" 18.1118956 59.3405165 189
"Johannelundsvägen 22" "johannelundsvägen 22, 163 45 spånga, sweden" "Stockholm" "Apartment" "Yes" 1875000 125000 0.0714285714285714 30701.7543859649 2 57 4800 "2023-09-29" 17.9081325 59.3633338 190
"Trevebovägen 21" "trevebovägen 21, 184 32 åkersberga, sweden" "Österåker" "Villa" "No" 4500000 -2e+05 -0.0425531914893617 32867.1328671329 6 143 31611 "2023-09-29" 18.2824547 59.4977736 191
"Erikssund 543" "erikssund 543, 193 91 sigtuna, sweden" "Sigtuna" "Villa" "No" 12400000 -575000 -0.0443159922928709 81093.75 6 160 43688 "2023-09-29" 17.6024565 59.6450715 192
"Sandhamnsgatan 13" "sandhamnsgatan 13, 115 40 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4200000 -1e+05 -0.0232558139534884 74137.9310344828 3 58 7200 "2023-09-29" 18.1077899 59.3469783 193
"Eskadervägen 12" "eskadervägen 12, 183 54 täby, sweden" "Täby" "Apartment" "No" 3275000 -120000 -0.0353460972017673 41913.5802469136 3 81 13248 "2023-09-29" 18.0935514 59.4302921 194
"Aprikosgatan 29" "aprikosgatan 29, 165 66 hässelby, sweden" "Stockholm" "Apartment" "Yes" 2295000 0 0 31438.3561643836 3 73 4200 "2023-09-29" 17.8376344 59.359919 195
"Tuvvägen 19, 4tr" "tuvvägen 19, 4tr, 136 39 handen, sweden" "Haninge" "Apartment" "Yes" 2100000 -95000 -0.0432801822323462 29463.0872483221 3 74.5 19753 "2023-09-29" 18.1383698 59.1570349 196
"Vesslevägen 15" "vesslevägen 15, 187 35 täby, sweden" "Täby" "Villa" "No" 10500000 -4e+05 -0.036697247706422 71710.5263157895 6 152 65022 "2023-09-29" 18.061504 59.4517655 197
"Kullaskogsvägen 7" "kullaskogsvägen 7, 185 37 vaxholm, sweden" "Österåker" "Apartment" "Yes" 1995000 0 0 36206.8965517241 2 55.1 3576 "2023-09-29" 18.3159228 59.4063325 198
"Primusgatan 78" "primusgatan 78, 112 67 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6400000 -95000 -0.014626635873749 81698.1132075472 3 79.5 7500 "2023-09-29" 18.0031238 59.3228828 199
"Enskedevägen 166, 2 tr" "enskedevägen 166, 2 tr, 122 48 enskede, sweden" "Stockholm" "Apartment" "Yes" 3600000 105000 0.0300429184549356 52164.1791044776 2 67 7056 "2023-09-29" 18.0692763 59.2747218 200
"Vintervägen 26" "vintervägen 26, 169 35 solna, sweden" "Solna" "Apartment" "No" 2900000 205000 0.0760667903525047 69102.5641025641 2 39 7700 "2023-09-29" 17.9919215 59.3651986 201
"Graningevägen 44A" "graningevägen 44a, 132 36 saltsjö-boo, sweden" "Nacka" "Villa" "No" 2.5e+07 -1500000 -0.0566037735849056 129268.292682927 8 205 55800 "2023-09-29" 18.3248088 59.3254929 202
"Grevgatan 6A" "grevgatan 6a, 114 53 stockholm, sweden" "Stockholm" "Apartment" "Yes" 8200000 -250000 -0.0295857988165681 122463.768115942 2 69 4876 "2023-09-29" 18.0842346 59.3322124 203
"Odengatan 31B" "odengatan 31b, 113 51 stockholm, sweden" "Stockholm" "Apartment" "No" 4400000 1e+05 0.0232558139534884 92473.1182795699 2 46.5 6600 "2023-09-29" 18.0609752 59.3450119 204
"Backåsvägen 35" "backåsvägen 35, 142 52 skogås, sweden" "Huddinge" "Villa" "No" 7e+06 -195000 -0.0271021542738012 52137.6811594203 5 138 54400 "2023-09-29" 18.1490461 59.2069662 205
"Tussmötevägen 146" "tussmötevägen 146, 122 64 enskede, sweden" "Stockholm" "Apartment" "No" 7500000 1005000 0.15473441108545 73806.8181818182 4 88 5300 "2023-09-29" 18.0653219 59.2788251 206
"Stångjärnsvägen 6" "stångjärnsvägen 6, 168 68 bromma, sweden" "Stockholm" "Apartment" "No" 2525000 275000 0.122222222222222 48913.0434782609 2 46 7200 "2023-09-29" 17.9711733 59.3463349 207
"Furusundsgatan 16, 5tr" "furusundsgatan 16, 5tr, 115 37 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3900000 250000 0.0684931506849316 98648.6486486487 2 37 324 "2023-09-29" 18.0989664 59.3463827 208
"Regeringsgatan 70F" "regeringsgatan 70f, 111 39 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6180000 230000 0.038655462184874 90151.5151515152 2 66 8004 "2023-09-29" 18.0685678 59.3371307 209
"Sickla Kanalgata 6" "sickla kanalgata 6, 120 67 stockholm, sweden" "Stockholm" "Apartment" "Yes" 11370000 875000 0.083373034778466 98084.1121495327 5 107 9000 "2023-09-29" 18.1062284 59.3061197 210
"Båtbyggargatan 7" "båtbyggargatan 7, 120 70 stockholm, sweden" "Stockholm" "Apartment" "Yes" 5575000 80000 0.0145586897179253 68260.8695652174 4 80.5 7500 "2023-09-29" 18.1089756 59.30644 211
"Lejonets gata 374" "lejonets gata 374, 136 60 haninge, sweden" "Haninge" "Apartment" "No" 850000 -49500 -0.0550305725403002 26455.8823529412 1 34 3600 "2023-09-29" 18.1652589 59.1726843 212
"Råstensgatan 4" "råstensgatan 4, 172 70 sundbyberg, sweden" "Sundbyberg" "Apartment" "No" 2775000 180000 0.0693641618497109 68289.4736842105 2 38 4000 "2023-09-28" 17.9738446 59.3622034 213
"Storsjövägen 78" "storsjövägen 78, 120 59 årsta, sweden" "Stockholm" "Apartment" "Yes" 4250000 3e+05 0.0759493670886076 48170.7317073171 3 82 7000 "2023-09-28" 18.0379849 59.2978386 214
"Blodboksgränd 17" "blodboksgränd 17, 165 77 hässelby, sweden" "Stockholm" "Terrace" "No" 4450000 -45000 -0.0100111234705228 31654.9295774648 5 142 18261 "2023-09-28" 17.8086785 59.3907475 215
"Bällstavägen 207" "bällstavägen 207, 168 57 bromma, sweden" "Stockholm" "Villa" "Yes" 8825000 -75000 -0.0084269662921348 67424.2424242424 7 132 49700 "2023-09-28" 17.9092529 59.355555 216
"Sunnemobacken 27" "sunnemobacken 27, 123 48 farsta, sweden" "Stockholm" "Terrace" "No" 5400000 405000 0.0810810810810811 52031.25 4 96 59008 "2023-09-28" 18.0836297 59.2468255 217
"Grevgatan 37" "grevgatan 37, 114 53 stockholm, sweden" "Stockholm" "Apartment" "Yes" 1.3e+07 -1500000 -0.103448275862069 122881.355932203 4 118 16556 "2023-09-28" 18.0855031 59.3354976 218
"Repslagargatan 12A" "repslagargatan 12a, 118 46 stockholm, sweden" "Stockholm" "Apartment" "Yes" 7995000 0 0 87377.0491803279 4 91.5 5952 "2023-09-28" 18.0700795 59.3172393 219
"Sörmlandsvägen 4" "sörmlandsvägen 4, 192 54 sollentuna, sweden" "Sollentuna" "Apartment" "No" 2550000 -1e+05 -0.0377358490566038 40458.0152671756 2 65.5 7440 "2023-09-28" 17.9518947 59.447931 220
"Tottvägen 4B, vån 4 av 4" "tottvägen 4b, vån 4, 169 54 solna, sweden" "Solna" "Apartment" "Yes" 4375000 380000 0.0951188986232792 90795.4545454545 2 44 6000 "2023-09-28" 17.9959758 59.3655215 221
"Lövskogsvägen 1" "lövskogsvägen 1, 135 37 tyresö, sweden" "Tyresö" "Apartment" "No" 2495000 0 0 45363.6363636364 2 55 10638 "2023-09-28" 18.2168663 59.2391699 222
"Mörbylund 19, 6 tr" "mörbylund 19, 6 tr, 182 30 danderyd, sweden" "Danderyd" "Apartment" "Yes" 2495000 0 0 67432.4324324324 2 37 540 "2023-09-28" 18.039503 59.38719 223
"Sandfjärdsgatan 68, 7tr" "sandfjärdsgatan 68, 7tr, 120 56 årsta, sweden" "Stockholm" "Apartment" "Yes" 4500000 225000 0.0526315789473684 48579.5454545455 4 88 12868 "2023-09-28" 18.047476 59.293857 224
"Loftvägen 8" "loftvägen 8, 142 35 skogås, sweden" "Huddinge" "Apartment" "Yes" 1805000 10000 0.00557103064066844 21522.7817745803 4 83.4 7813 "2023-09-28" 18.1408509 59.2210531 225
"Slagstavägen 15" "slagstavägen 15, 145 73 norsborg, sweden" "Botkyrka" "Terrace" "No" 3400000 -495000 -0.127086007702182 32731.0924369748 4 119 32800 "2023-09-28" 17.8379851 59.2555333 226
"Kungstensgatan 57, 4 tr" "kungstensgatan 57, 4 tr, 113 59 stockholm, sweden" "Stockholm" "Apartment" "Yes" 16750000 0 0 106687.898089172 5 157 14761 "2023-09-28" 18.0511136 59.3396453 227
"Gnejsvägen 3" "gnejsvägen 3, 193 41 sigtuna, sweden" "Sigtuna" "Terrace" "No" 3050000 -45000 -0.0145395799676898 31105.527638191 4 99.5 12530 "2023-09-28" 17.7559973 59.6227527 228
"Svalvägen 3" "svalvägen 3, 147 71 grödinge, sweden" "Botkyrka" "Terrace" "No" 2675000 -20000 -0.00742115027829315 22458.3333333333 6 120 600 "2023-09-28" 17.7918439 59.1651832 229
"Döbelnsgatan 67B, 5/5 tr" "döbelnsgatan 67b, 113 52 stockholm, sweden" "Stockholm" "Apartment" "No" 4735000 740000 0.18523153942428 109752.747252747 2 36.4 4950 "2023-09-28" 18.0587417 59.3435648 230
"Karlbergsvägen 87" "karlbergsvägen 87, 113 35 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6210000 215000 0.0358632193494579 93671.875 2 64 7400 "2023-09-28" 18.0277831 59.3430233 231
"Lindhagensterrassen 19, 8 tr" "lindhagensterrassen 19, 8 tr, 112 18 stockholm, sweden" "Stockholm" "Apartment" "Yes" 8535000 285000 0.0345454545454544 85051.5463917526 4 97 5500 "2023-09-28" 18.0155508 59.3350278 232
"Kvartalsvägen 20" "kvartalsvägen 20, 177 63 järfälla, sweden" "Järfälla" "Apartment" "No" 2780000 785000 0.393483709273183 19182.6923076923 4 104 8546 "2023-09-28" 17.8216817 59.4212075 233
